country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Aruba,ABW,2021-04-10,41096.0,29197.0,11899.0,,1278.0,38.49,27.35,11.14,11970.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-11,,,,,1236.0,,,,11577.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-12,43073.0,31139.0,11934.0,,1195.0,40.34,29.17,11.18,11193.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-13,45588.0,33563.0,12025.0,2515.0,1372.0,42.7,31.44,11.26,12851.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-14,48200.0,36058.0,12142.0,2612.0,1562.0,45.15,33.77,11.37,14630.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-15,50546.0,37981.0,12565.0,2346.0,1715.0,47.34,35.57,11.77,16063.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-16,52955.0,39961.0,12994.0,2409.0,1877.0,49.6,37.43,12.17,17581.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-17,55582.0,41770.0,13812.0,2627.0,2069.0,52.06,39.12,12.94,19379.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-18,55651.0,41837.0,13814.0,69.0,1938.0,52.12,39.19,12.94,18152.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-19,58178.0,43266.0,14912.0,2527.0,2158.0,54.49,40.52,13.97,20212.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-20,60379.0,43945.0,16434.0,2201.0,2113.0,56.55,41.16,15.39,19791.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-21,62342.0,44421.0,17921.0,1963.0,2020.0,58.39,41.61,16.79,18920.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-22,64288.0,45097.0,19191.0,1946.0,1963.0,60.21,42.24,17.97,18386.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-23,67950.0,48061.0,19889.0,3662.0,2142.0,63.64,45.02,18.63,20063.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-24,69279.0,49351.0,19928.0,1329.0,1957.0,64.89,46.22,18.67,18330.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-25,73103.0,53161.0,19942.0,3824.0,2493.0,68.47,49.79,18.68,23350.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-26,73360.0,53244.0,20116.0,257.0,2169.0,68.71,49.87,18.84,20315.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-27,,,,,1948.0,,,,18246.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-28,74668.0,53813.0,20855.0,,1761.0,69.94,50.4,19.53,16494.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-29,75846.0,54095.0,21751.0,1178.0,1651.0,71.04,50.67,20.37,15464.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Aruba,ABW,2021-04-30,76865.0,54306.0,22559.0,1019.0,1274.0,71.99,50.86,21.13,11933.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,2021-02-15,0.0,0.0,,,,0.0,0.0,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-16,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-17,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-18,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-19,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-20,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-21,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-22,20.0,20.0,,20.0,3.0,0.0,0.0,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-23,2879.0,2879.0,,2859.0,411.0,0.01,0.01,,16.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-24,6908.0,6908.0,,4029.0,987.0,0.03,0.03,,39.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-25,17500.0,17500.0,,10592.0,2500.0,0.07,0.07,,98.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-26,25000.0,25000.0,,7500.0,3571.0,0.1,0.1,,140.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-27,30000.0,30000.0,,5000.0,4286.0,0.12,0.12,,168.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-02-28,31894.0,31894.0,,1894.0,4556.0,0.13,0.13,,179.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-01,33702.0,33702.0,,1808.0,4812.0,0.13,0.13,,189.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-02,41907.0,41907.0,,8205.0,5575.0,0.16,0.16,,219.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-03,50840.0,50840.0,,8933.0,6276.0,0.2,0.2,,246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-04,61008.0,61008.0,,10168.0,6215.0,0.24,0.24,,244.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-05,71867.0,71867.0,,10859.0,6695.0,0.28,0.28,,263.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-06,76940.0,76940.0,,5073.0,6706.0,0.3,0.3,,263.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-07,81345.0,81345.0,,4405.0,7064.0,0.32,0.32,,277.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-08,86369.0,86369.0,,5024.0,7524.0,0.34,0.34,,295.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-09,94908.0,94908.0,,8539.0,7572.0,0.37,0.37,,297.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-10,106200.0,106200.0,,11292.0,7909.0,0.42,0.42,,310.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-11,125000.0,125000.0,,18800.0,9142.0,0.49,0.49,,359.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-12,135103.0,135103.0,,10103.0,9034.0,0.53,0.53,,354.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-13,159294.0,159294.0,,24191.0,11765.0,0.62,0.62,,461.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-14,162551.0,,,3257.0,11601.0,0.64,,,455.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-15,164781.0,,,2230.0,11202.0,0.65,,,439.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-16,182437.0,,,17656.0,12504.0,0.72,,,490.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-17,203557.0,,,21120.0,13908.0,0.8,,,545.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-18,226057.0,,,22500.0,14437.0,0.89,,,566.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-19,240754.0,,,14697.0,15093.0,0.94,,,592.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-20,253831.0,,,13077.0,13505.0,1.0,,,530.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-21,257019.0,,,3188.0,13495.0,1.01,,,529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-22,282184.0,,,25165.0,16772.0,1.11,,,658.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-23,307525.0,,,25341.0,17870.0,1.21,,,701.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-24,355254.0,,,47729.0,21671.0,1.39,,,850.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-25,408410.0,,,53156.0,26050.0,1.6,,,1022.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-26,460155.0,,,51745.0,31343.0,1.8,,,1229.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-27,506465.0,,,46310.0,36091.0,1.99,,,1415.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-28,511520.0,,,5055.0,36357.0,2.01,,,1426.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-29,541761.0,,,30241.0,37082.0,2.12,,,1454.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-30,597523.0,,,55762.0,41428.0,2.34,,,1625.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-03-31,670349.0,,,72826.0,45014.0,2.63,,,1765.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-01,744328.0,,,73979.0,47988.0,2.92,,,1882.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-02,823611.0,,,79283.0,51922.0,3.23,,,2036.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-03,828416.0,,,4805.0,45993.0,3.25,,,1804.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-04,843182.0,,,14766.0,47380.0,3.31,,,1858.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-05,844309.0,,,1127.0,43221.0,3.31,,,1695.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-06,854983.0,,,10674.0,36780.0,3.35,,,1442.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-07,920334.0,,,65351.0,35712.0,3.61,,,1400.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-08,996145.0,,,75811.0,35974.0,3.91,,,1411.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-09,1077511.0,,,81366.0,36271.0,4.23,,,1422.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-10,1138866.0,,,61355.0,44350.0,4.47,,,1739.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-11,1166568.0,,,27702.0,46198.0,4.57,,,1812.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-12,1178302.0,,,11734.0,47713.0,4.62,,,1871.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-13,1234681.0,,,56379.0,54243.0,4.84,,,2127.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-14,1295672.0,,,60991.0,53620.0,5.08,,,2103.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-15,1359665.0,,,63993.0,51931.0,5.33,,,2037.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-16,1420577.0,,,60912.0,49009.0,5.57,,,1922.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-17,1474558.0,,,53981.0,47956.0,5.78,,,1881.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-18,1496912.0,,,22354.0,47192.0,5.87,,,1851.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-19,1586556.0,,,89644.0,58322.0,6.22,,,2287.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-20,1653286.0,,,66730.0,59801.0,6.48,,,2345.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-21,1718107.0,,,64821.0,60348.0,6.74,,,2367.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-22,1785338.0,,,67231.0,60810.0,7.0,,,2385.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-23,1855601.0,,,70263.0,62146.0,7.28,,,2437.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-24,1914047.0,,,58446.0,62784.0,7.51,,,2462.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-25,1934077.0,,,20030.0,62452.0,7.58,,,2449.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-26,1937485.0,,,3408.0,50133.0,7.6,,,1966.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-27,1969337.0,,,31852.0,45150.0,7.72,,,1771.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-28,2029544.0,,,60207.0,44491.0,7.96,,,1745.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-29,2112285.0,,,82741.0,46707.0,8.28,,,1832.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-04-30,2179544.0,,,67259.0,46278.0,8.55,,,1815.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-05-01,2234844.0,,,55300.0,45828.0,8.76,,,1797.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Australia,AUS,2021-05-02,2254074.0,,,19230.0,45714.0,8.84,,,1793.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations
Austria,AUT,2020-12-27,732.0,732.0,,,,0.01,0.01,,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-28,2032.0,2032.0,,1300.0,1300.0,0.02,0.02,,144.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-29,3653.0,3653.0,,1621.0,1460.0,0.04,0.04,,162.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-30,5005.0,5005.0,,1352.0,1424.0,0.06,0.06,,158.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-31,5013.0,5013.0,,8.0,1070.0,0.06,0.06,,119.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-01,5017.0,5017.0,,4.0,857.0,0.06,0.06,,95.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-02,5023.0,5023.0,,6.0,715.0,0.06,0.06,,79.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-03,5024.0,5024.0,,1.0,613.0,0.06,0.06,,68.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-04,5143.0,5143.0,,119.0,444.0,0.06,0.06,,49.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-05,6933.0,6933.0,,1790.0,469.0,0.08,0.08,,52.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-06,7769.0,7769.0,,836.0,395.0,0.09,0.09,,44.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-07,10957.0,10957.0,,3188.0,849.0,0.12,0.12,,94.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-08,23940.0,23940.0,,12983.0,2703.0,0.27,0.27,,300.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-09,28348.0,28348.0,,4408.0,3332.0,0.31,0.31,,370.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-10,30571.0,30571.0,,2223.0,3650.0,0.34,0.34,,405.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-11,36230.0,36230.0,,5659.0,4441.0,0.4,0.4,,493.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-12,50929.0,50929.0,,14699.0,6285.0,0.57,0.57,,698.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-13,66251.0,66251.0,,15322.0,8355.0,0.74,0.74,,928.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-14,82939.0,82939.0,,16688.0,10283.0,0.92,0.92,,1142.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-15,101237.0,101236.0,1.0,18298.0,11042.0,1.12,1.12,0.0,1226.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-16,108005.0,107995.0,10.0,6768.0,11380.0,1.2,1.2,0.0,1264.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-17,113692.0,113322.0,370.0,5687.0,11874.0,1.26,1.26,0.0,1318.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-18,125101.0,123840.0,1261.0,11409.0,12696.0,1.39,1.38,0.01,1410.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-19,150947.0,148233.0,2714.0,25846.0,14288.0,1.68,1.65,0.03,1586.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-20,174440.0,170431.0,4009.0,23493.0,15456.0,1.94,1.89,0.04,1716.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-21,194103.0,189929.0,4174.0,19663.0,15881.0,2.16,2.11,0.05,1763.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-22,205793.0,201036.0,4757.0,11690.0,14937.0,2.28,2.23,0.05,1658.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-23,208922.0,204163.0,4759.0,3129.0,14417.0,2.32,2.27,0.05,1601.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-24,210161.0,205400.0,4761.0,1239.0,13781.0,2.33,2.28,0.05,1530.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-25,211654.0,206783.0,4871.0,1493.0,12365.0,2.35,2.3,0.05,1373.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-26,220228.0,214455.0,5773.0,8574.0,9897.0,2.45,2.38,0.06,1099.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-27,228240.0,221948.0,6292.0,8012.0,7686.0,2.53,2.46,0.07,853.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-28,238076.0,229147.0,8929.0,9836.0,6282.0,2.64,2.54,0.1,698.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
